year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,2,13,1319,-1,1420,-16,EV,N14950,4231,EWR,IAD,42,212,13,19
2013,2,13,1427,-8,1548,-11,YV,N513MJ,3750,LGA,IAD,53,229,14,27
2013,2,13,1511,-9,1630,-24,9E,N826AY,4105,JFK,IAD,45,228,15,11
2013,2,13,1555,-7,1722,0,YV,N507MJ,3771,LGA,IAD,51,229,15,55
2013,2,13,1609,130,1809,172,EV,N833AS,5712,JFK,IAD,55,228,16,9
2013,2,13,1750,0,1902,-5,B6,N316JB,1307,JFK,IAD,56,228,17,50
2013,2,13,1847,-13,2004,-14,EV,N834AS,5714,JFK,IAD,53,228,18,47
2013,2,13,1918,-7,2044,-1,9E,N8982A,4127,JFK,IAD,52,228,19,18
2013,2,13,1922,-14,2039,-17,EV,N909EV,5693,LGA,IAD,57,229,19,22
2013,2,13,NA,NA,NA,NA,EV,N14950,4108,EWR,IAD,NA,212,NA,NA
2013,2,14,556,-4,726,11,EV,N834AS,5716,JFK,IAD,55,228,5,56
2013,2,14,601,-4,743,22,EV,N16976,4346,EWR,IAD,57,212,6,1
2013,2,14,606,6,722,0,EV,N827AS,5739,LGA,IAD,53,229,6,6
2013,2,14,630,-5,740,-8,B6,N307JB,1305,JFK,IAD,52,228,6,30
2013,2,14,955,-4,1132,8,EV,N830AS,5736,LGA,IAD,49,229,9,55
2013,2,14,1001,1,1124,8,EV,N13914,4689,EWR,IAD,51,212,10,1
2013,2,14,1006,-1,1116,-6,EV,N829AS,5711,JFK,IAD,52,228,10,6
2013,2,14,1357,0,1505,-8,EV,N13970,4670,EWR,IAD,42,212,13,57
2013,2,14,1412,18,1519,7,EV,N836AS,5712,JFK,IAD,46,228,14,12
2013,2,14,1426,-4,1536,-17,EV,N12922,5873,LGA,IAD,46,229,14,26
2013,2,14,1521,1,1634,-20,9E,N8903A,4105,JFK,IAD,46,228,15,21
2013,2,14,1558,-8,1716,-13,YV,N513MJ,3775,LGA,IAD,45,229,15,58
2013,2,14,1853,-7,2019,1,EV,N909EV,5714,JFK,IAD,49,228,18,53
2013,2,14,1917,-8,2024,-21,9E,N8914A,4127,JFK,IAD,47,228,19,17
2013,2,14,1922,62,2032,50,B6,N197JB,1307,JFK,IAD,47,228,19,22
2013,2,14,1925,-5,2032,-22,YV,N516LR,3761,LGA,IAD,47,229,19,25
2013,2,15,555,-5,722,7,EV,N909EV,5716,JFK,IAD,49,228,5,55
2013,2,15,558,-2,710,-12,EV,N827AS,5739,LGA,IAD,47,229,5,58
2013,2,15,601,-4,725,4,EV,N12564,4346,EWR,IAD,43,212,6,1
2013,2,15,758,83,857,69,B6,N187JB,1305,JFK,IAD,46,228,7,58
2013,2,15,958,-2,1105,-11,EV,N16546,4689,EWR,IAD,45,212,9,58
2013,2,15,1013,6,1123,1,EV,N834AS,5711,JFK,IAD,48,228,10,13
2013,2,15,1029,30,1133,9,EV,N826AS,5736,LGA,IAD,44,229,10,29
2013,2,15,1401,7,1536,24,EV,N836AS,5712,JFK,IAD,57,228,14,1
2013,2,15,1436,39,1606,53,EV,N16541,4670,EWR,IAD,74,212,14,36
2013,2,15,1459,29,1613,20,EV,N826AS,5708,LGA,IAD,51,229,14,59
2013,2,15,1610,50,1805,71,9E,N8913A,4105,JFK,IAD,70,228,16,10
2013,2,15,1615,9,1739,10,YV,N504MJ,3775,LGA,IAD,58,229,16,15
2013,2,15,1832,12,2005,23,B6,N346JB,1307,JFK,IAD,62,228,18,32
2013,2,15,1853,-7,2021,3,EV,N832AS,5714,JFK,IAD,51,228,18,53
2013,2,15,1918,-7,2055,10,9E,N824AY,4127,JFK,IAD,59,228,19,18
2013,2,15,1926,-4,2047,-7,YV,N507MJ,3761,LGA,IAD,58,229,19,26
2013,2,16,554,-6,723,8,EV,N832AS,5716,JFK,IAD,48,228,5,54
2013,2,16,606,6,710,-12,EV,N826AS,5739,LGA,IAD,47,229,6,6
2013,2,16,618,18,739,23,EV,N22909,4346,EWR,IAD,51,212,6,18
2013,2,16,948,-11,1101,-23,EV,N826AS,5736,LGA,IAD,52,229,9,48
2013,2,16,957,-3,1115,-1,EV,N14977,4689,EWR,IAD,54,212,9,57
2013,2,16,958,-9,1107,-15,EV,N829AS,5711,JFK,IAD,51,228,9,58
2013,2,16,1430,-5,1540,-19,EV,N829AS,5708,LGA,IAD,52,229,14,30
2013,2,16,1442,17,1555,12,EV,N835AS,5712,JFK,IAD,51,228,14,42
2013,2,16,1517,-3,1651,-2,9E,N839AY,4105,JFK,IAD,55,228,15,17
2013,2,16,1817,14,1919,-2,B6,N279JB,1307,JFK,IAD,48,228,18,17
2013,2,16,1906,6,2018,0,EV,N909EV,5714,JFK,IAD,47,228,19,6
2013,2,16,2030,65,2146,63,9E,N8800G,4127,JFK,IAD,46,228,20,30
2013,2,17,547,-13,653,-22,EV,N909EV,5716,JFK,IAD,45,228,5,47
2013,2,17,559,-1,705,-11,EV,N16999,4346,EWR,IAD,46,212,5,59
2013,2,17,603,3,706,-19,YV,N501MJ,3744,LGA,IAD,48,229,6,3
2013,2,17,952,-7,1110,-14,EV,N829AS,5736,LGA,IAD,46,229,9,52
2013,2,17,958,-8,1102,-19,EV,N909EV,5711,JFK,IAD,45,228,9,58
2013,2,17,1007,7,1107,-9,EV,N15572,4689,EWR,IAD,47,212,10,7
2013,2,17,1404,4,1517,-1,EV,N830AS,5712,JFK,IAD,47,228,14,4
2013,2,17,1427,-3,1532,-20,EV,N909EV,5708,LGA,IAD,48,229,14,27
2013,2,17,1518,-2,1642,-12,9E,N8721B,4105,JFK,IAD,53,228,15,18
2013,2,17,1603,-7,1722,-8,YV,N514MJ,3745,LGA,IAD,51,229,16,3
2013,2,17,1853,-7,2009,-9,EV,N830AS,5714,JFK,IAD,48,228,18,53
2013,2,17,1925,0,2045,0,9E,N8839E,4127,JFK,IAD,45,228,19,25
2013,2,17,1933,3,2039,-15,YV,N501MJ,3778,LGA,IAD,43,229,19,33
2013,2,17,2057,157,2207,145,B6,N346JB,1307,JFK,IAD,46,228,20,57
2013,2,18,557,-3,706,-9,EV,N825AS,5716,JFK,IAD,49,228,5,57
2013,2,18,603,-2,710,-11,EV,N14902,4346,EWR,IAD,49,212,6,3
2013,2,18,606,6,714,-8,EV,N827AS,5739,LGA,IAD,50,229,6,6
2013,2,18,635,0,750,2,B6,N296JB,1305,JFK,IAD,51,228,6,35
2013,2,18,956,-11,1111,-11,EV,N826AS,5711,JFK,IAD,50,228,9,56
2013,2,18,1002,2,1113,-3,EV,N14959,4689,EWR,IAD,50,212,10,2
2013,2,18,1010,11,1131,7,EV,N877AS,5736,LGA,IAD,53,229,10,10
2013,2,18,1358,1,1459,-14,EV,N12921,4670,EWR,IAD,44,212,13,58
2013,2,18,1425,-5,1523,-30,EV,N877AS,5708,LGA,IAD,43,229,14,25
2013,2,18,1436,42,1555,43,EV,N832AS,5712,JFK,IAD,45,228,14,36
2013,2,18,1519,-1,1633,-21,9E,N8971A,4105,JFK,IAD,45,228,15,19
2013,2,18,1558,-8,1722,-7,YV,N512MJ,3775,LGA,IAD,46,229,15,58
2013,2,18,1907,7,2019,1,EV,N909EV,5714,JFK,IAD,44,228,19,7
2013,2,18,1920,60,2022,40,B6,N198JB,1307,JFK,IAD,46,228,19,20
2013,2,18,1922,-3,2039,-6,9E,N839AY,4127,JFK,IAD,46,228,19,22
2013,2,18,1926,-4,2032,-22,YV,N515MJ,3761,LGA,IAD,45,229,19,26
2013,2,19,555,-5,659,-23,EV,N909EV,5739,LGA,IAD,47,229,5,55
2013,2,19,556,-4,716,1,EV,N833AS,5716,JFK,IAD,47,228,5,56
2013,2,19,600,-5,714,-7,EV,N13550,4346,EWR,IAD,46,212,6,0
2013,2,19,629,-6,738,-10,B6,N178JB,1305,JFK,IAD,45,228,6,29
2013,2,19,959,-1,1105,-11,EV,N16559,4689,EWR,IAD,43,212,9,59
2013,2,19,1005,6,1129,5,EV,N877AS,5736,LGA,IAD,53,229,10,5
2013,2,19,1007,0,1113,-9,EV,N830AS,5711,JFK,IAD,47,228,10,7
2013,2,19,1433,39,1543,31,EV,N826AS,5712,JFK,IAD,48,228,14,33
2013,2,19,1505,68,1619,66,EV,N11184,4670,EWR,IAD,48,212,15,5
2013,2,19,1545,25,1701,7,9E,N8924B,4105,JFK,IAD,48,228,15,45
2013,2,19,1659,53,1800,31,YV,N518LR,3775,LGA,IAD,48,229,16,59
2013,2,19,1847,27,2032,50,B6,N236JB,1307,JFK,IAD,52,228,18,47
2013,2,19,1923,-2,2050,5,9E,N8933B,4127,JFK,IAD,53,228,19,23
2013,2,19,1957,57,2112,54,EV,N826AS,5714,JFK,IAD,52,228,19,57
2013,2,19,2002,32,2122,28,YV,N515MJ,3761,LGA,IAD,51,229,20,2
2013,2,19,NA,NA,NA,NA,EV,N13550,6171,LGA,IAD,NA,229,NA,NA
2013,2,20,600,0,716,-6,EV,N832AS,5739,LGA,IAD,50,229,6,0
2013,2,20,601,-4,722,1,EV,N14991,4346,EWR,IAD,48,212,6,1
2013,2,20,634,-1,741,-7,B6,N206JB,1305,JFK,IAD,50,228,6,34
2013,2,20,732,92,855,100,EV,N827AS,5716,JFK,IAD,50,228,7,32
2013,2,20,957,-3,1117,-8,EV,N828AS,5736,LGA,IAD,50,229,9,57
2013,2,20,959,-1,1104,-12,EV,N11547,4689,EWR,IAD,47,212,9,59
2013,2,20,1004,-3,1118,-4,EV,N830AS,5711,JFK,IAD,52,228,10,4
2013,2,20,1353,-1,1511,-1,EV,N877AS,5712,JFK,IAD,50,228,13,53
2013,2,20,1356,-1,1505,-8,EV,N15912,4670,EWR,IAD,49,212,13,56
2013,2,20,1448,18,1556,3,EV,N830AS,5708,LGA,IAD,48,229,14,48
2013,2,20,1518,-2,1649,-5,9E,N8492C,4105,JFK,IAD,51,228,15,18
2013,2,20,1554,-12,1717,-12,YV,N515MJ,3775,LGA,IAD,51,229,15,54
2013,2,20,1821,1,1942,0,B6,N328JB,1307,JFK,IAD,51,228,18,21
2013,2,20,1855,-5,2009,-9,EV,N829AS,5714,JFK,IAD,47,228,18,55
2013,2,20,1918,-7,2056,11,9E,N8412F,4127,JFK,IAD,54,228,19,18
2013,2,20,1955,25,2109,15,YV,N521LR,3761,LGA,IAD,55,229,19,55
2013,2,21,559,-6,710,-11,EV,N14959,4346,EWR,IAD,47,212,5,59
2013,2,21,559,-1,718,3,EV,N830AS,5716,JFK,IAD,52,228,5,59
2013,2,21,600,0,733,11,EV,N828AS,5739,LGA,IAD,53,229,6,0
2013,2,21,632,-3,743,-5,B6,N267JB,1305,JFK,IAD,53,228,6,32
2013,2,21,1002,-5,1112,-10,EV,N835AS,5711,JFK,IAD,51,228,10,2
2013,2,21,1035,35,1139,23,EV,N12540,4689,EWR,IAD,43,212,10,35
2013,2,21,1125,86,1302,98,EV,N825AS,5736,LGA,IAD,50,229,11,25
2013,2,21,1350,-4,1503,-9,EV,N826AS,5712,JFK,IAD,52,228,13,50
2013,2,21,1401,4,1509,-4,EV,N13908,4670,EWR,IAD,45,212,14,1
2013,2,21,1548,28,1709,15,9E,N8390A,4105,JFK,IAD,49,228,15,48
2013,2,21,1617,11,1731,2,YV,N512MJ,3775,LGA,IAD,46,229,16,17
2013,2,21,1710,160,1819,146,EV,N825AS,5708,LGA,IAD,48,229,17,10
2013,2,21,1813,-7,1934,-8,B6,N266JB,1307,JFK,IAD,48,228,18,13
2013,2,21,1947,47,2105,47,EV,N833AS,5714,JFK,IAD,50,228,19,47
2013,2,21,2015,45,2138,44,YV,N515MJ,3761,LGA,IAD,44,229,20,15
2013,2,21,2024,59,2133,48,9E,N8525B,4127,JFK,IAD,46,228,20,24
2013,2,22,557,-3,711,-4,EV,N834AS,5716,JFK,IAD,50,228,5,57
2013,2,22,614,14,739,17,EV,N833AS,5739,LGA,IAD,49,229,6,14
2013,2,22,630,-5,747,-1,B6,N337JB,1305,JFK,IAD,50,228,6,30
2013,2,22,716,71,824,63,EV,N14542,4346,EWR,IAD,46,212,7,16
2013,2,22,954,-5,1121,-3,EV,N835AS,5736,LGA,IAD,48,229,9,54
2013,2,22,1002,2,1107,-9,EV,N16981,4689,EWR,IAD,43,212,10,2
2013,2,22,1012,5,1126,4,EV,N877AS,5711,JFK,IAD,50,228,10,12
2013,2,22,1423,29,1550,38,EV,N828AS,5712,JFK,IAD,50,228,14,23
2013,2,22,1428,-2,1552,-1,EV,N835AS,5708,LGA,IAD,50,229,14,28
2013,2,22,1458,61,1614,61,EV,N16919,4670,EWR,IAD,45,212,14,58
2013,2,22,1515,-5,1638,-16,9E,N836AY,4105,JFK,IAD,49,228,15,15
2013,2,22,1601,-5,1725,-4,YV,N511MJ,3775,LGA,IAD,53,229,16,1
2013,2,22,1920,-5,2118,33,9E,N8775A,4127,JFK,IAD,49,228,19,20
2013,2,22,1924,-6,2031,-23,YV,N513MJ,3761,LGA,IAD,47,229,19,24
2013,2,22,1927,67,2058,76,B6,N179JB,1307,JFK,IAD,47,228,19,27
2013,2,22,1935,35,2113,55,EV,N909EV,5714,JFK,IAD,45,228,19,35
2013,2,23,551,-9,654,-28,EV,N835AS,5739,LGA,IAD,46,229,5,51
2013,2,23,553,-7,702,-13,EV,N909EV,5716,JFK,IAD,46,228,5,53
2013,2,23,604,4,707,-9,EV,N13958,4346,EWR,IAD,46,212,6,4
2013,2,23,954,-5,1102,-22,EV,N835AS,5736,LGA,IAD,49,229,9,54
2013,2,23,1004,-3,1123,1,EV,N834AS,5711,JFK,IAD,54,228,10,4
2013,2,23,1105,65,1224,68,EV,N11164,4689,EWR,IAD,51,212,11,5
2013,2,23,1509,34,1651,52,EV,N828AS,5708,LGA,IAD,54,229,15,9
2013,2,23,1608,48,1748,55,9E,N8577D,4105,JFK,IAD,55,228,16,8
2013,2,23,1820,17,1959,38,B6,N203JB,1307,JFK,IAD,56,228,18,20
2013,2,23,1922,-3,2117,34,9E,N8969A,4127,JFK,IAD,50,228,19,22
2013,2,23,1928,303,2107,324,EV,N834AS,5712,JFK,IAD,51,228,19,28
2013,2,23,NA,NA,NA,NA,EV,N830AS,5714,JFK,IAD,NA,228,NA,NA
2013,2,24,555,-5,707,-8,EV,N830AS,5716,JFK,IAD,52,228,5,55
2013,2,24,558,-2,715,-1,EV,N14558,4346,EWR,IAD,53,212,5,58
2013,2,24,558,-2,709,-16,YV,N519LR,3744,LGA,IAD,51,229,5,58
2013,2,24,745,-5,856,-10,B6,N273JB,1305,JFK,IAD,50,228,7,45
2013,2,24,951,-9,1100,-16,EV,N11548,4689,EWR,IAD,53,212,9,51
2013,2,24,953,-6,1102,-22,EV,N825AS,5736,LGA,IAD,48,229,9,53
2013,2,24,1000,-6,1119,-2,EV,N830AS,5711,JFK,IAD,57,228,10,0
2013,2,24,1351,-9,1504,-14,EV,N877AS,5712,JFK,IAD,57,228,13,51
2013,2,24,1427,-3,1534,-18,EV,N827AS,5708,LGA,IAD,52,229,14,27
2013,2,24,1511,-9,1646,-8,9E,N826AY,4105,JFK,IAD,53,228,15,11
2013,2,24,1558,-12,1706,-24,YV,N507MJ,3745,LGA,IAD,46,229,15,58
2013,2,24,1849,-11,2024,6,EV,N827AS,5714,JFK,IAD,48,228,18,49
2013,2,24,1921,-9,2037,-17,YV,N512MJ,3778,LGA,IAD,47,229,19,21
2013,2,24,1926,1,2106,21,9E,N8673D,4127,JFK,IAD,51,228,19,26
2013,2,24,1957,97,2119,97,B6,N183JB,1307,JFK,IAD,51,228,19,57
2013,2,25,555,-5,719,-3,EV,N826AS,5739,LGA,IAD,51,229,5,55
2013,2,25,557,-3,708,-7,EV,N835AS,5716,JFK,IAD,51,228,5,57
2013,2,25,601,-4,726,5,EV,N13979,4346,EWR,IAD,46,212,6,1
2013,2,25,635,0,747,-1,B6,N267JB,1305,JFK,IAD,51,228,6,35
2013,2,25,1036,37,1208,44,EV,N909EV,5736,LGA,IAD,43,229,10,36
2013,2,25,1123,83,1230,74,EV,N16559,4689,EWR,IAD,46,212,11,23
2013,2,25,1352,-2,1501,-11,EV,N833AS,5712,JFK,IAD,49,228,13,52
2013,2,25,1437,40,1544,31,EV,N17115,4670,EWR,IAD,47,212,14,37
2013,2,25,1530,10,1734,40,9E,N836AY,4105,JFK,IAD,49,228,15,30
2013,2,25,1556,-10,1716,-13,YV,N512MJ,3775,LGA,IAD,47,229,15,56
2013,2,25,1908,8,2017,-1,EV,N909EV,5714,JFK,IAD,46,228,19,8
2013,2,25,1919,-6,2040,-5,9E,N8533D,4127,JFK,IAD,43,228,19,19
2013,2,25,1924,-6,2028,-26,YV,N518LR,3761,LGA,IAD,44,229,19,24
2013,2,25,2033,133,2137,115,B6,N279JB,1307,JFK,IAD,43,228,20,33
2013,2,25,NA,NA,NA,NA,EV,N830AS,5708,LGA,IAD,NA,229,NA,NA
2013,2,25,NA,NA,NA,NA,EV,N830AS,5711,JFK,IAD,NA,228,NA,NA
2013,2,26,554,-6,721,6,EV,N828AS,5716,JFK,IAD,51,228,5,54
2013,2,26,557,-3,700,-22,EV,N832AS,5739,LGA,IAD,48,229,5,57
2013,2,26,601,-4,719,-2,EV,N16976,4346,EWR,IAD,49,212,6,1
2013,2,26,632,-3,746,-2,B6,N203JB,1305,JFK,IAD,47,228,6,32
2013,2,26,958,-2,1108,-8,EV,N11536,4689,EWR,IAD,43,212,9,58
2013,2,26,1008,9,1134,10,EV,N825AS,5736,LGA,IAD,44,229,10,8
2013,2,26,1350,-4,1500,-12,EV,N828AS,5712,JFK,IAD,45,228,13,50
2013,2,26,1410,13,1512,-1,EV,N12567,4670,EWR,IAD,42,212,14,10
2013,2,26,1415,248,1526,244,EV,N836AS,5711,JFK,IAD,43,228,14,15
2013,2,26,1423,-7,1542,-11,EV,N14953,6165,LGA,IAD,55,229,14,23
2013,2,26,1515,-5,1642,-12,9E,N8971A,4105,JFK,IAD,51,228,15,15
2013,2,26,1555,-11,1712,-17,YV,N507MJ,3775,LGA,IAD,51,229,15,55
2013,2,26,1758,-5,1920,-1,B6,N328JB,1307,JFK,IAD,55,228,17,58
2013,2,26,1925,25,2108,50,EV,N832AS,5714,JFK,IAD,63,228,19,25
2013,2,26,1927,-3,2035,-19,YV,N516LR,3761,LGA,IAD,53,229,19,27
2013,2,26,1937,12,2108,23,9E,N8444F,4127,JFK,IAD,49,228,19,37
2013,2,27,557,-3,815,60,EV,N832AS,5716,JFK,IAD,56,228,5,57
2013,2,27,603,-2,720,-1,EV,N19966,4346,EWR,IAD,47,212,6,3
2013,2,27,604,4,727,5,EV,N827AS,5739,LGA,IAD,56,229,6,4
2013,2,27,627,-8,825,37,B6,N328JB,1305,JFK,IAD,54,228,6,27
2013,2,27,1003,3,1156,40,EV,N21537,4689,EWR,IAD,45,212,10,3
2013,2,27,1245,158,1411,169,EV,N835AS,5711,JFK,IAD,59,228,12,45
2013,2,27,1344,225,1507,223,EV,N825AS,5736,LGA,IAD,52,229,13,44
2013,2,27,1356,2,1516,4,EV,N836AS,5712,JFK,IAD,50,228,13,56
2013,2,27,1419,22,1526,13,EV,N16546,4670,EWR,IAD,47,212,14,19
2013,2,27,1721,75,1828,59,YV,N501MJ,3775,LGA,IAD,48,229,17,21
2013,2,27,1857,54,2007,46,B6,N306JB,1307,JFK,IAD,51,228,18,57
2013,2,27,2020,80,2144,86,EV,N827AS,5714,JFK,IAD,48,228,20,20
2013,2,27,2319,229,26,212,YV,N515MJ,3761,LGA,IAD,46,229,23,19
2013,2,27,NA,NA,NA,NA,EV,N835AS,5708,LGA,IAD,NA,229,NA,NA
2013,2,27,NA,NA,NA,NA,9E,,4127,JFK,IAD,NA,228,NA,NA
2013,2,27,NA,NA,NA,NA,9E,,4105,JFK,IAD,NA,228,NA,NA
2013,2,28,558,-2,722,7,EV,N827AS,5716,JFK,IAD,51,228,5,58
2013,2,28,604,-1,720,-1,EV,N13908,4346,EWR,IAD,48,212,6,4
2013,2,28,754,79,902,74,B6,N292JB,1305,JFK,IAD,49,228,7,54
2013,2,28,957,-10,1123,1,EV,N909EV,5711,JFK,IAD,49,228,9,57
2013,2,28,1029,30,1132,8,EV,N832AS,5736,LGA,IAD,45,229,10,29
2013,2,28,1048,48,1155,39,EV,N16981,4689,EWR,IAD,45,212,10,48
2013,2,28,1418,24,1538,26,EV,N836AS,5712,JFK,IAD,46,228,14,18
2013,2,28,1423,-7,1538,-15,EV,N909EV,5708,LGA,IAD,46,229,14,23
2013,2,28,1510,73,1625,72,EV,N16918,4670,EWR,IAD,44,212,15,10
2013,2,28,1525,5,1703,9,9E,N8836A,4105,JFK,IAD,49,228,15,25
2013,2,28,1555,-11,1700,-29,YV,N511MJ,3775,LGA,IAD,47,229,15,55
2013,2,28,1758,-5,1907,-14,B6,N517JB,1307,JFK,IAD,45,228,17,58
2013,2,28,1858,-2,2004,-14,EV,N828AS,5714,JFK,IAD,45,228,18,58
2013,2,28,1927,2,2048,3,9E,N832AY,4127,JFK,IAD,50,228,19,27
2013,2,28,1930,0,2048,-6,YV,N519LR,3778,LGA,IAD,49,229,19,30
2013,2,28,1948,-1,2055,-15,EV,N11539,4327,EWR,IAD,46,212,19,48
2013,2,28,NA,NA,NA,NA,EV,N833AS,5739,LGA,IAD,NA,229,NA,NA
2013,3,1,606,-4,706,-4,WN,N7732A,589,EWR,BWI,34,169,6,6
2013,3,1,815,-5,925,-14,9E,N800AY,4051,JFK,BWI,39,184,8,15
2013,3,1,1218,8,1307,-8,WN,N906WN,2236,EWR,BWI,37,169,12,18
2013,3,1,1549,4,1704,1,9E,N800AY,3658,JFK,BWI,38,184,15,49
2013,3,1,1818,18,1928,13,WN,N491WN,475,EWR,BWI,34,169,18,18
2013,3,1,1829,-6,1929,-21,MQ,N683MQ,3944,JFK,BWI,35,184,18,29
2013,3,1,2025,45,2132,26,9E,N8541D,4091,JFK,BWI,35,184,20,25
2013,3,1,2150,-4,2239,-14,EV,N17146,5670,EWR,BWI,33,169,21,50
2013,3,2,557,-3,655,-10,WN,N297WN,3037,EWR,BWI,35,169,5,57
2013,3,2,813,12,913,5,EV,N14204,4198,EWR,BWI,36,169,8,13
2013,3,2,845,25,943,1,9E,N8794B,4051,JFK,BWI,35,184,8,45
2013,3,2,1221,1,1310,-10,WN,N409WN,1318,EWR,BWI,34,169,12,21
2013,3,2,1542,-3,1713,3,9E,N8412F,4135,JFK,BWI,34,184,15,42
2013,3,2,1713,13,1806,-4,WN,N703SW,1539,EWR,BWI,38,169,17,13
2013,3,2,1836,1,2003,13,MQ,N902MQ,3944,JFK,BWI,39,184,18,36
2013,3,2,1938,38,2041,15,9E,N8886A,4091,JFK,BWI,35,184,19,38
2013,3,3,605,-5,653,-17,WN,N922WN,589,EWR,BWI,34,169,6,5
2013,3,3,810,-10,911,-33,9E,N8942A,4051,JFK,BWI,34,184,8,10
2013,3,3,1223,13,1317,2,WN,N728SW,2236,EWR,BWI,38,169,12,23
2013,3,3,1539,-4,1700,-10,9E,N8942A,4135,JFK,BWI,36,184,15,39
2013,3,3,1914,74,2012,57,WN,N556WN,475,EWR,BWI,38,169,19,14
2013,3,3,1931,32,2039,12,9E,N8505Q,4091,JFK,BWI,34,184,19,31
2013,3,3,2214,14,2312,18,EV,N24128,5670,EWR,BWI,33,169,22,14
2013,3,3,NA,NA,NA,NA,MQ,N649MQ,3944,JFK,BWI,NA,184,NA,NA
2013,3,4,604,-6,654,-16,WN,N473WN,589,EWR,BWI,32,169,6,4
2013,3,4,811,-9,930,-14,9E,N805AY,4051,JFK,BWI,39,184,8,11
2013,3,4,1204,-6,1255,-20,WN,N902WN,2236,EWR,BWI,37,169,12,4
2013,3,4,1538,-5,1650,-20,9E,N805AY,4135,JFK,BWI,36,184,15,38
2013,3,4,1753,-7,1911,-4,WN,N954WN,475,EWR,BWI,37,169,17,53
2013,3,4,1827,-8,1949,-1,MQ,N637MQ,3944,JFK,BWI,38,184,18,27
2013,3,4,1853,-6,2020,-7,9E,N831AY,4091,JFK,BWI,34,184,18,53
2013,3,4,2156,2,2251,-2,EV,N14105,5670,EWR,BWI,37,169,21,56
2013,3,5,609,-1,706,-4,WN,N916WN,589,EWR,BWI,36,169,6,9
2013,3,5,815,-5,927,-17,9E,N8972E,4051,JFK,BWI,38,184,8,15
2013,3,5,1227,17,1324,9,WN,N7739A,2236,EWR,BWI,37,169,12,27
2013,3,5,1541,-2,1653,-17,9E,N831AY,4135,JFK,BWI,39,184,15,41
2013,3,5,1754,-6,1903,-12,WN,N947WN,475,EWR,BWI,39,169,17,54
2013,3,5,1827,-8,1920,-30,MQ,N694MQ,3944,JFK,BWI,37,184,18,27
2013,3,5,NA,NA,NA,NA,EV,N12172,5670,EWR,BWI,NA,169,NA,NA
2013,3,5,NA,NA,NA,NA,9E,,4091,JFK,BWI,NA,184,NA,NA
2013,3,6,10,136,102,129,EV,N14171,5670,EWR,BWI,31,169,0,10
2013,3,6,1842,7,2006,16,MQ,N685MQ,3944,JFK,BWI,37,184,18,42
2013,3,6,1843,43,1944,29,WN,N799SW,475,EWR,BWI,38,169,18,43
2013,3,6,NA,NA,NA,NA,EV,N14974,4316,EWR,BWI,NA,169,NA,NA
2013,3,6,NA,NA,NA,NA,9E,,4051,JFK,BWI,NA,184,NA,NA
2013,3,6,NA,NA,NA,NA,9E,,4091,JFK,BWI,NA,184,NA,NA
2013,3,6,NA,NA,NA,NA,9E,,4135,JFK,BWI,NA,184,NA,NA
2013,3,6,NA,NA,NA,NA,WN,N277WN,589,EWR,BWI,NA,169,NA,NA
2013,3,6,NA,NA,NA,NA,WN,N203WN,2236,EWR,BWI,NA,169,NA,NA
2013,3,7,821,1,937,-7,9E,N8672A,4051,JFK,BWI,38,184,8,21
2013,3,7,1244,34,1331,16,WN,N554WN,2236,EWR,BWI,34,169,12,44
2013,3,7,1618,35,1745,35,9E,N8672A,4135,JFK,BWI,37,184,16,18
2013,3,7,1830,-5,2017,27,MQ,N939MQ,3944,JFK,BWI,37,184,18,30
2013,3,7,1844,44,1950,35,WN,N792SW,475,EWR,BWI,33,169,18,44
2013,3,7,1850,-9,2011,-16,9E,N8932C,4091,JFK,BWI,36,184,18,50
2013,3,7,2314,80,28,95,EV,N13975,5670,EWR,BWI,34,169,23,14
2013,3,7,NA,NA,NA,NA,WN,,589,EWR,BWI,NA,169,NA,NA
2013,3,8,849,29,1110,86,9E,N8932C,4051,JFK,BWI,32,184,8,49
2013,3,8,1538,-5,1655,-15,9E,N801AY,4135,JFK,BWI,37,184,15,38
2013,3,8,1855,-4,2025,-2,9E,N8458A,4091,JFK,BWI,32,184,18,55
2013,3,8,2008,93,2124,94,MQ,N928MQ,3944,JFK,BWI,35,184,20,8
2013,3,8,2117,197,2216,181,WN,N757LV,475,EWR,BWI,32,169,21,17
2013,3,8,NA,NA,NA,NA,EV,N14186,5670,EWR,BWI,NA,169,NA,NA
2013,3,8,NA,NA,NA,NA,WN,N410WN,589,EWR,BWI,NA,169,NA,NA
2013,3,8,NA,NA,NA,NA,WN,N755SA,2236,EWR,BWI,NA,169,NA,NA
2013,3,9,759,-2,853,-15,EV,N11165,4198,EWR,BWI,33,169,7,59
2013,3,9,815,-5,914,-28,9E,N8458A,4051,JFK,BWI,37,184,8,15
2013,3,9,1529,-16,1625,-45,9E,N8458A,4135,JFK,BWI,34,184,15,29
2013,3,9,1830,-5,1941,-9,MQ,N675MQ,3944,JFK,BWI,35,184,18,30
2013,3,9,1853,-7,1957,-29,9E,N8533D,4091,JFK,BWI,34,184,18,53
2013,3,10,816,-4,937,-7,9E,N8412F,4051,JFK,BWI,34,184,8,16
2013,3,10,1555,12,1711,1,9E,N8412F,4135,JFK,BWI,40,184,15,55
